"","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","ocupacao.outra","nomeservico","tempodeservico","religiao","religiao.outra","contatoanterior","lidadiretamente","lida.onde","lida.outros","motivocurso","motivo.outros","materialdidatico","prazoatividades","interacaopares","organizacaocurso","import.ajud.tutor","autoavaliacao","part.outrocurso","ps001","ps002","ps003","ps004","ps005","ps006","ps007","ps008","ps009","ps010","ps011","ps012","ps013","ps014","ps015","ps016","ps017","ps018","ps019","ps020","ps021","ps022","ps023","ps024","ps025","ps026","ps027","ps028","ps029","ps030","ps031","ps032","ps033","ps034","ps035","ps036","ps037","ps038","ps039"
"84","Finalizadas","4 junho 2014  20:10","6 junho 2014  19:21","1 dia 23 horas","Sim","50","Feminino","Pós-graduação","Casado (a)","casada","PEDAGOGIA COM ESPECIALIZAÇÃO LATU SENSU EM CIÊNCIA DA RELIGIÃO","Professor (a)","PROFESSOR","PÚBLICO","17","Católica","CATÓLICA","Não","Não","Outros","PESSOAS DA COMUNIDADE","Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Muito importante","Organizado","Às vezes","Sim, considero","Sim","4","4","3","2","3","2","2","2","2","3","2","2","3","5","2","2","3","2","3","3","1","2","5","2","3","2","1","5","5","3","4","5","3","5","3","2","1","2","2"
"85","Finalizadas","4 junho 2014  20:10","4 junho 2014  20:24","14 minutos 17 segundos","Sim","54","Feminino","Pós-graduação","Casado (a)",NA,"Graduada em Letras-Especialização em Literatura e Administração Pública","Professor (a)",NA,"Escola Estadual Nilson Batista Ribas- Ens.Fundamental II- SEED/PR","20","Católica",NA,"Não","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Flexível","Muito importante","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","4","3","3","2","2","3","2","2","3","2","2","4","4","2","2","4","2","4","4","4","2","2","2","2","2","2","5","4","2","4","5","5","5","4","1","1","1","1"
"86","Finalizadas","4 junho 2014  20:11","4 junho 2014  20:22","10 minutos 33 segundos","Sim","43","Feminino","Ensino Superior Incompleto","Casado (a)",NA,"pedagogia","Outros","tutora","tutora presencial","1 ano","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Pouco flexível","Pouco importante 

 ","Organizado","Sempre","Sim, considero","Sim","1","5","2","3","4","4","3","2","1","2","2","4","4","5","4","2","1","2","4","3","1","3","2","1","2","1","1","5","4","2","4","4","3","2","3","4","2","1","3"
"87","Finalizadas","4 junho 2014  20:12","6 junho 2014  20:36","2 dias","Sim","44","Feminino","Pós-graduação","Casado (a)","nao","PEDAGOGIA","Outros","ATB","ATB E Catequista","22","Católica","não","Sim","Sim","Família","na escola","Para aquisição de conhecimento na área","lidar com alunos corretamente","Muito adequado","Pouco flexível","Muito importante","Organizado","Sempre","Não, não considero","Sim","2","4","3","2","2","2","2","2","2","3","1","2","3","5","2","1","2","2","5","4","4","2","2","1","2","1","1","4","4","1","4","4","4","4","3","2","1","3","2"
"88","Finalizadas","4 junho 2014  20:12","4 junho 2014  20:25","12 minutos 58 segundos","Sim","31 anos","Masculino","Pós-graduação","Solteiro (a)",NA,"Graduação Estudos Sociais - Habilitação Plena em História e Pós-Graduação (Especialização) em Brasil, Estado e Sociedade.","Professor (a)",NA,NA,"8","Sem religião",NA,"Sim","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Às vezes","Sim, considero","Não","3","3","2","3","4","3","3","2","1","4","4","2","3","5","3","3","2","3","3","2","1","2","3","2","4","2","2","5","4","4","3","5","2","5","4","3","1","1","2"
"89","Finalizadas","4 junho 2014  20:12","5 junho 2014  09:43","13 horas 30 minutos","Sim","38","Feminino","Pós-graduação","Casado (a)","não","não","Professor (a)","não","Escola","16","Evangélica","não","Sim","Sim","Família","escola","Para aquisição de conhecimento na área","não","Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","4","5","3","4","5","4","4","4","1","2","2","4","1","4","4","1","5","4","5","4","1","4","2","2","3","3","2","4","4","5","3","4","1","4","4","1","1","1","1"
"90","Finalizadas","4 junho 2014  20:16","4 junho 2014  20:32","15 minutos 51 segundos","Sim","44","Feminino","Pós-graduação","Divorciado (a)",NA,"Pedagogia- Orientação Educacional","Outros","Pedagoga e Professora alfabetizadora","Pedagoga","20","Católica",NA,"Sim","Sim","Serviços de atuação",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","3","2","2","2","2","2","2","2","2","4","2","2","3","5","3","1","3","2","3","4","3","2","2","2","3","2","1","4","4","3","3","4","4","3","4","2","2","3","2"
"91","Finalizadas","4 junho 2014  20:16","6 junho 2014  17:32","1 dia 21 horas","Sim","43","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia","Professor (a)",NA,"CEIM Francisco Pereira Soares","8","Católica",NA,"Não","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","2","4","4","3","3","4","4","3","3","4","3","3","3","4","4","2","3","4","5","3","2","4","2","3","3","4","2","4","4","3","4","5","4","5","4","3","2","2","3"
"92","Finalizadas","4 junho 2014  20:21","4 junho 2014  20:40","19 minutos 23 segundos","Sim","52","Feminino","Ensino Superior Completo","Casado (a)","não tenho, sou casada.","Letras  e Pedagogia","Professor (a)","Em processo de aposentadoria","professora do Ensino Fundamental dos anos iniciais","27 anos  de serviço estadual e municipal .","Católica","sou  católica","Não","Sim","Amigos","amigos","Por ser uma oportunidade de formação continuada. 

 ","este mesmo","Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Não","4","4","4","4","4","2","4","4","2","4","4","2","4","4","4","2","4","2","4","4","1","4","2","2","2","2","2","4","5","2","4","4","4","4","4","4","2","2","2"
"93","Finalizadas","4 junho 2014  20:23","4 junho 2014  20:41","17 minutos 37 segundos","Sim","50","Masculino","Pós-graduação","Casado (a)","casado","PROFESSOR DE MATEMÁTICA","Professor (a)",NA,"professor de matemática","29","Católica",NA,"Não","Sim","Escola",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Não","2","5","5","2","2","2","2","2","1","2","2","2","2","4","4","2","4","4","2","4","2","4","2","2","2","2","2","4","4","3","4","4","2","4","4","4","1","1","2"
"94","Finalizadas","4 junho 2014  20:24","4 junho 2014  20:34","9 minutos 16 segundos","Sim","33","Feminino","Pós-graduação","Casado (a)","casada","Normal Superior","Professor (a)","professora do 5º ano do Ensino Fundamental","Escola Estadual Martinho Fidélis","8","Católica","catolica","Sim","Sim","Escola","comunidade","Identificação profissional com o tema.","gratuidade","Muito adequado","Pouco flexível","Pouco importante 

 ","Muito organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","1","1","2","1","2","1","1","1","1","2","2","1","1","5","2","1","4","2","2","5","2","4","1","1","4","1","1","4","4","4","4","5","4","5","5","2","1","1","1"
"95","Finalizadas","4 junho 2014  20:24","4 junho 2014  21:28","1 hora 4 minutos","Sim","49","Feminino","Pós-graduação","Solteiro (a)",NA,NA,"Professor (a)",NA,NA,"29","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","2","2","2","2","2","3","4","2","2","2","2","2","2","4","3","2","3","2","4","2","2","3","2","3","4","3","2","4","3","3","4","4","3","4","2","2","2","2","2"
"96","Finalizadas","4 junho 2014  20:25","5 junho 2014  22:52","1 dia 2 horas","Sim","46","Feminino","Pós-graduação","Divorciado (a)",NA,"matemática","Professor (a)",NA,NA,"24","Católica",NA,"Não","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","4","2","3","2","2","2","3","2","2","4","4","3","4","3","3","3","4","2","2","2","2"
"97","Finalizadas","4 junho 2014  20:25","5 junho 2014  20:51","1 dia","Sim","53","Masculino","Pós-graduação","Casado (a)",NA,"PEDAGOGO","Orientador (a)","SUPERVISOR","PEDAGOGO","34","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Pouco flexível","Muito importante","Organizado","Às vezes","Sim, considero","Não","2","3","3","1","1","1","1","1","1","4","2","2","2","5","1","2","4","2","4","4","2","2","1","1","4","2","1","4","4","4","4","4","3","3","4","1","1","4","2"
"98","Finalizadas","4 junho 2014  20:26","4 junho 2014  20:41","14 minutos 38 segundos","Sim","49","Feminino","Pós-graduação","Casado (a)","casada","pós graduada","Professor (a)","apoio","professora","12","Evangélica","a mesma","Sim","Sim","Comunidade","vizinhos","Para aquisição de conhecimento na área","o mesmo","Muito adequado","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","2","2","3","3","3","3","2","2","2","3","2","2","3","5","3","2","4","4","4","2","2","3","2","3","3","2","2","4","3","5","3","4","1","5","3","3","2","1","2"
"99","Finalizadas","4 junho 2014  20:28","6 junho 2014  22:08","2 dias 1 hora","Sim","32","Feminino","Pós-graduação","Casado (a)",NA,"Letras - Port / Ingles","Professor (a)",NA,NA,"7","Sem religião",NA,"Não","Sim","Escola",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Às vezes","Sim, considero","Não","1","1","1","2","2","2","2","2","2","1","2","1","3","5","2","1","2","1","3","2","1","2","1","2","3","1","1","4","5","2","4","4","4","4","4","2","1","1","5"
"100","Em progresso","4 junho 2014  20:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Finalizadas","4 junho 2014  20:33","8 junho 2014  20:29","3 dias 23 horas","Sim","35","Feminino","Ensino Superior Completo","Solteiro (a)","nenhum","Pós graduado","Professor (a)","nenhum","Escola Estadual Dom Inocêncio","14","Espírita","nenhum","Não","Sim","Comunidade","nenhum","Identificação pessoal com o tema","nenhum","Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Sim","3","4","3","5","3","2","1","3","3","1","4","3","3","4","3","1","3","2","4","3","2","4","1","2","1","2","2","4","5","1","3","4","3","4","5","2","1","1","1"
"102","Finalizadas","4 junho 2014  20:35","4 junho 2014  20:49","13 minutos 58 segundos","Sim","29 anos","Feminino","Pós-graduação","Casado (a)","não","Pedagogia","Professor (a)","não","não","2 anos","Católica","não","Não","Não",NA,"não","Para aquisição de conhecimento na área","não","Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","2","3","2","2","1","1","1","2","4","3","2","2","4","5","2","2","2","3","3","1","3","1","1","1","2","1","1","5","5","1","3","5","4","5","5","1","1","5","1"
"103","Finalizadas","4 junho 2014  20:36","6 junho 2014  16:57","1 dia 20 horas","Sim","25","Feminino","Pós-graduação","Solteiro (a)",NA,"Licenciatura em Filosofia","Professor (a)",NA,"Professor","2","Católica",NA,"Não","Sim","Escola",NA,"Identificação pessoal com o tema",NA,"Adequado 

 ","Pouco flexível","Pouco importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","2","4","2","2","2","2","2","2","2","2","2","2","4","2","2","4","2","2","2","2","4","2","3","2","2","2","4","4","2","4","4","3","3","4","3","2","2","3"
"104","Finalizadas","4 junho 2014  20:36","4 junho 2014  20:50","14 minutos 4 segundos","Sim","47","Feminino","Pós-graduação","União Estável",NA,"Ciências Biológicas e Gestão Ambiental","Professor (a)",NA,"Seeduc","4","Espírita",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Pouco flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","2","2","2","2","2","2","2","2","1","2","2","2","3","4","3","1","3","2","4","4","2","3","1","2","2","2","2","3","2","2","3","5","3","3","3","3","1","1","2"
"105","Finalizadas","4 junho 2014  20:38","4 junho 2014  20:47","8 minutos 28 segundos","Sim","23","Feminino","Pós-graduação","Solteiro (a)",NA,"Bacharelado em Administração, com especialização em Engenharia e Inovação.","Outros","Assistente Técnico de Educação Básica","ATB na Escola Estadual Dona Semiana","1","Católica",NA,"Não","Sim","Comunidade",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","3","2","3","2","4","4","3","3","1","1","1","1","1","5","4","1","3","2","4","2","1","3","1","1","1","1","3","5","5","2","4","4","4","4","4","2","2","2","1"
"106","Finalizadas","4 junho 2014  20:39","10 junho 2014  00:09","5 dias 3 horas","Sim","42","Feminino","Pós-graduação","Casado (a)","nenhum","Licenciatura curta em Ciências e Matemática e Licenciatura Plena em Química.","Professor (a)","não","Professor de matemática, ciências e Química","15","Católica","não","Não","Não","Comunidade","não","Por ser uma oportunidade de formação continuada. 

 ","não","Pouco adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Sim","3","2","3","4","4","3","3","4","3","3","4","3","4","4","4","2","4","3","4","4","2","4","2","4","4","3","2","4","3","4","4","4","4","4","4","2","3","2","3"
"107","Finalizadas","4 junho 2014  20:40","14 junho 2014  19:37","9 dias 22 horas","Sim","42","Feminino","Pós-graduação","Solteiro (a)",NA,"Pedagogia","Professor (a)",NA,"regente turma","22","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Não","3","3","3","3","3","3","3","3","2","3","2","2","2","4","4","2","4","3","4","2","2","4","2","2","2","2","2","4","4","3","4","3","4","4","4","2","2","2","2"
"108","Finalizadas","4 junho 2014  20:41","4 junho 2014  20:59","18 minutos 7 segundos","Sim","32","Feminino","Pós-graduação","Solteiro (a)","Solteiro","Serviço Social","Outros","Assistente Social","Serviço Social","4","Católica","Católica","Sim","Sim","Família","Escola","Identificação profissional com o tema.","Para aquisição de conhecimento","Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","3","3","2","4","2","2","3","2","4","3","3","2","4","3","1","4","3","4","3","2","3","2","3","3","2","2","4","4","3","4","4","5","3","4","2","2","4","2"
"109","Finalizadas","4 junho 2014  20:41","4 junho 2014  20:52","10 minutos 59 segundos","Sim","40","Feminino","Pós-graduação","Casado (a)","---------","MATEMÁTICA","Professor (a)","----------","ESCOLA MUNICIPAL JOÃO DE ASSIS CAMPOS","19","Católica","----------","Sim","Sim","Família","-----------","Para aquisição de conhecimento na área","-----------","Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Não","2","2","2","3","3","3","2","2","2","2","2","2","4","5","3","2","4","2","4","2","2","3","2","2","2","2","2","4","4","2","4","4","3","4","2","2","2","1","5"
"110","Finalizadas","4 junho 2014  20:44","4 junho 2014  20:52","7 minutos 38 segundos","Sim","29","Feminino","Pós-graduação","Solteiro (a)",NA,"Psicopedagoga","Professor (a)",NA,NA,"6","Sem religião",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Pouco importante 

 ","Organizado","Raramente 

 ","Sim, considero","Sim","3","3","3","3","4","3","3","3","2","3","2","2","4","4","3","2","2","2","4","3","2","3","2","2","2","2","3","4","3","3","4","4","3","4","3","3","2","1","3"
"111","Finalizadas","4 junho 2014  20:46","4 junho 2014  21:08","21 minutos 44 segundos","Sim","53","Feminino","Pós-graduação","Solteiro (a)","apenas solteira","Serviço Social e História","Professor (a)","Assistente Social da Educação","Serviço Social","31","Espírita","Espiritualista","Sim","Sim","Escola","Parentes","Para aquisição de conhecimento na área","Por atuar numa escola, com riscos e suspeita de alunos nesta prática","Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Não","2","5","4","1","3","3","3","3","2","3","1","2","1","4","2","1","4","3","5","5","2","2","3","2","2","3","1","4","3","3","4","5","4","4","4","2","1","1","2"
"112","Finalizadas","4 junho 2014  20:47","4 junho 2014  21:14","27 minutos 28 segundos","Sim","55","Feminino","Ensino Superior Completo","Divorciado (a)","divorciada","DESIGNER","Professor (a)","Professor em uso de biblioteca","E.E  Bernardo Monteiro","10","Evangélica","evangélica","Sim","Sim","Escola","primos","Por ser uma oportunidade de formação continuada. 

 ","tentar ajudar a escola no que for preciso.","Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","2","4","4","2","2","1","4","1","4","2","1","2","4","4","2","4","2","4","2","2","4","2","2","4","2","2","4","4","2","2","3","2","2","4","2","2","1","2"
"113","Finalizadas","4 junho 2014  20:48","4 junho 2014  21:29","41 minutos 24 segundos","Sim","34","Feminino","Ensino Superior Completo","Casado (a)",NA,"Licenciatura plena e bacharelado em Filosofofia","Professor (a)",NA,"Professora de Filosofia","07","Católica",NA,"Sim","Sim","Comunidade",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","2","2","2","2","3","3","3","2","2","2","2","2","3","4","2","2","4","4","4","4","2","4","3","2","3","4","2","4","3","2","4","2","3","3","2","3","3","2","3"
"114","Finalizadas","4 junho 2014  20:51","4 junho 2014  21:00","9 minutos 6 segundos","Sim","29","Masculino","Ensino Superior Completo","Solteiro (a)",NA,"Licenciatura Plena em História","Professor (a)",NA,"Professor","04","Católica",NA,"Não","Não",NA,NA,"Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Às vezes","Sim, considero","Sim","3","4","4","4","2","2","3","3","1","2","2","4","3","4","4","2","4","2","5","2","1","2","1","2","2","2","1","5","5","2","4","4","3","4","3","3","2","1","2"
"115","Finalizadas","4 junho 2014  20:53","4 junho 2014  21:29","36 minutos 40 segundos","Sim","52","Feminino","Ensino Superior Completo","Casado (a)","casada","Ensino Superior completo","Professor (a)","Educadora Infantil I","Infantil I","5","Outras","Cristã","Sim","Não","Família","parente distante","Para aquisição de conhecimento na área","por ser o assunto atual da sociedade","Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","4","2","2","2","2","2","2","3","4","4","2","3","4","2","4","2","4","3","2","2","3","2","4","3","2","4","3","4","3","4","3","4","3","2","2","2","3"
"116","Finalizadas","4 junho 2014  20:55","8 junho 2014  17:13","3 dias 20 horas","Sim","59 anos","Feminino","Pós-graduação","Divorciado (a)",NA,"Licenciatura em Pedagogia - Doutorado em Educação","Coordenador (a) Pedagógico",NA,"Instituto de Aplicação Fernando Rodrigues da Silveira - CAp-UERJ","11 anos","Católica",NA,"Sim","Sim","Escola",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Sim","3","2","2","2","2","2","2","2","2","2","2","2","4","4","2","3","2","2","5","2","2","3","2","2","2","2","2","5","3","3","4","5","1","4","2","2","1","1","3"
"117","Finalizadas","4 junho 2014  20:59","4 junho 2014  21:07","8 minutos 16 segundos","Sim","45","Feminino","Ensino Superior Completo","União Estável","união estável","Superior Completo","Outros","Auxiliar de direção","não entendi","14","Católica","católica","Não","Não","Outros","não lido","Para aquisição de conhecimento na área","não há outro","Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","2","4","4","4","4","2","1","2","2","2","1","2","1","3","3","4","4","3","2","3","4","3","3","2","2","4","4","3","3","3","3","2","2","3","4","2","4"
"118","Finalizadas","4 junho 2014  21:00","4 junho 2014  21:32","32 minutos 17 segundos","Sim","51","Feminino","Ensino Superior Completo","Casado (a)",NA,"LICENCIADA EM FÍSICA","Professor (a)",NA,"PEB I A","01","Evangélica",NA,"Sim","Sim","Escola",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","3","4","3","1","4","4","3","2","1","1","1","2","1","5","3","2","2","2","5","5","4","2","2","2","3","3","2","4","3","2","4","4","3","2","3","3","2","1","2"
"119","Finalizadas","4 junho 2014  21:00","12 junho 2014  12:31","7 dias 15 horas","Sim","27","Feminino","Pós-graduação","Casado (a)",NA,"Educação Física","Professor (a)",NA,"PEB","7","Católica",NA,"Não","Sim","Comunidade",NA,"Identificação profissional com o tema.",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","4","4","4","2","2","2","2","2","4","4","2","2","4","4","4","2","2","4","4","2","2","2","2","1","2","1","1","5","5","2","4","4","4","4","4","2","2","2","2"
"120","Finalizadas","4 junho 2014  21:01","8 junho 2014  18:14","3 dias 21 horas","Sim","26","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"pedagogia","Professor (a)",NA,NA,"0.5","Católica",NA,"Não","Sim","Comunidade",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Pouco flexível","Muito importante","Organizado","Às vezes","Sim, considero","Não","1","2","3","1","3","2","2","2","1","4","2","2","2","4","2","2","2","2","2","2","2","3","1","1","1","2","2","4","4","1","4","4","4","4","4","2","1","2","2"
"121","Finalizadas","4 junho 2014  21:01","6 junho 2014  14:40","1 dia 17 horas","Sim","47","Feminino","Ensino Superior Completo","Solteiro (a)","nenhum","Pedagoga","Professor (a)","nenhuma","Professor DOC I","10","Católica","nenhuma","Sim","Não","Outros","nenhuma","Para aquisição de conhecimento na área","nenhuma","Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","1","2","2","4","3","3","2","2","2","2","2","2","2","4","2","2","4","2","4","3","2","2","2","2","2","2","2","4","4","2","3","4","3","3","3","3","2","2","3"
"122","Finalizadas","4 junho 2014  21:02","7 junho 2014  10:22","2 dias 13 horas","Sim","36","Feminino","Pós-graduação","Casado (a)",NA,"Pos graduação matemática","Professor (a)",NA,"publico","16","Católica",NA,"Não","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Não","3","4","3","2","4","2","1","2","3","3","4","2","2","4","4","2","2","3","3","2","2","4","2","2","3","4","2","4","3","3","4","3","2","2","3","3","3","2","5"
"123","Finalizadas","4 junho 2014  21:05","13 junho 2014  22:19","9 dias 1 hora","Sim","43","Feminino","Pós-graduação","Casado (a)","não","Língua portuguesa e Pedagogia","Professor (a)","não","Professora - Regente","21 anos","Católica","não","Não","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Sim","2","4","4","2","2","2","2","3","2","4","1","2","4","4","2","2","4","3","4","4","2","3","2","2","4","2","1","4","3","3","4","5","4","3","4","3","2","3","3"
"124","Finalizadas","4 junho 2014  21:06","4 junho 2014  21:19","13 minutos 22 segundos","Sim","41","Feminino","Pós-graduação","Casado (a)","casada","Pedagoga, Bacharel em Direito","Outros","Professora, Coordenadora Pedagógica, Jurista, Técnica de Educação e Estudante","Escola, Ongs, Posto de Assistência","27","Outras","Seguidora dos Ensinamentos de Cristo, ou seja, todos.","Sim","Sim","Outros","Família, amigos, comunidade, escola, serviços de atuação, postos de assistência.","Outros","Para aquisição de conhecimento de como ajudar nossos assistidos.","Muito adequado","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","1","5","5","1","1","1","1","1","1","4","1","1","1","5","1","1","2","1","5","1","5","1","1","1","1","1","1","5","5","1","5","5","5","5","5","1","1","1","1"
"125","Finalizadas","4 junho 2014  21:07","5 junho 2014  15:29","18 horas 22 minutos","Sim","45","Feminino","Ensino Superior Completo","Casado (a)","Casada","Licenciatura em Pedagogia - Cederj -  UNIRIO","Outros","Diretora Adjunta","Professor Docente II","23","Católica","Católica","Não","Sim","Escola","Somente esse.","Identificação profissional com o tema.","Por ser uma oportunidade de formação continuada.","Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","4","2","2","2","2","2","2","1","3","2","2","4","4","2","2","2","4","3","2","2","2","2","2","2","2","2","4","3","2","4","4","4","4","4","2","2","2","2"
"126","Finalizadas","4 junho 2014  21:11","4 junho 2014  21:24","13 minutos 8 segundos","Sim","32","Feminino","Ensino Superior Completo","Casado (a)","casada","Normal Superior","Professor (a)","professor","educação","4","Católica","católica","Não","Sim","Outros","cunhado","Por ser uma oportunidade de formação continuada. 

 ","por ser uma oportunidade de formação continuada","Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","4","2","1","1","1","2","1","3","2","1","1","4","5","1","1","2","2","3","5","3","3","1","1","4","1","1","4","4","3","4","5","3","4","3","3","1","1","3"
"127","Finalizadas","4 junho 2014  21:12","4 junho 2014  21:21","9 minutos 15 segundos","Sim","45","Feminino","Ensino Superior Completo","Casado (a)","Casado","Serviço Social","Outros","Auxiliar de Secretaria","Assistente Técnico da Educação Básica","1","Católica","Católica","Sim",NA,"Outros","Quando trabalhei com a População de Rua","Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","3","1","2","2","2","1","1","3","2","2","2","4","1","1","1","2","5","3","3","2","1","2","4","2","1","4","4","3","4","4","3","3","4","2","1","1","1"
"128","Finalizadas","4 junho 2014  21:13","4 junho 2014  23:10","1 hora 56 minutos","Sim","36","Masculino","Pós-graduação","Casado (a)","Não há outro estado civil além do respondido na questão 8","Licenciado e Bacharel em Educação Física","Professor (a)","e Treinador Esportivo","Professor de Educação Básica Nível 1 Grau A","5","Evangélica","Não há outra religião além do respondido na questão 15","Sim","Sim","Família","Não há outros além do respondido na questão 19","Por ser uma oportunidade de formação continuada. 

 ","Não há outro motivo além do respondido na questão 21","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","3","3","3","2","4","3","3","3","2","2","1","2","1","5","3","3","5","2","5","3","3","4","2","1","1","1","1","5","5","2","2","2","3","2","5","2","1","1","2"
